# TIME, VOLTAGE, LPM
77.45000000,4.47416170,10.35221255
77.50000000,3.56618522,9.47041570
77.55000000,5.15052398,9.56164998
77.60000000,4.99490464,10.45798479
77.65000000,3.51450655,9.49678583
77.70000000,4.67808302,9.72734225
77.75000000,5.36229754,10.47569034
77.80000000,3.72585085,10.00584450
77.85000000,4.17721700,9.17687849
77.90000000,5.49953532,10.34717395
77.95000000,4.11792582,10.41384015
78.00000000,3.77240921,9.30775539
78.05000000,5.40112069,10.12962977
78.10000000,4.57960703,10.35224971
78.15000000,3.54217771,9.53212388
78.20000000,5.11708967,9.79211282
78.25000000,5.00534508,10.80291898
78.30000000,3.51143865,9.81024897
78.35000000,4.72739183,9.62869378
78.40000000,5.31815222,10.71115027
78.45000000,3.65948793,9.89129195
78.50000000,4.31651358,9.51152471
78.55000000,5.47887295,10.49220346
78.60000000,3.93635363,10.09895264
78.65000000,3.95473024,9.29757285
78.70000000,5.48402266,10.15988162
78.75000000,4.28065929,10.45472280
78.80000000,3.68827663,9.32874594
78.85000000,5.35662195,10.01283770
78.90000000,4.63428861,10.34545209
78.95000000,3.53761502,9.30832861
79.00000000,5.13454708,9.77762093
79.05000000,4.95169783,10.70741887
79.10000000,3.50132723,9.60182945
79.15000000,4.85979520,9.49174016
79.20000000,5.20380213,10.49046881
79.25000000,3.56280085,9.78679982
79.30000000,4.57054730,9.53470074
79.35000000,5.37761223,10.42461190
79.40000000,3.69735698,9.94242285
79.45000000,4.29656662,9.42482641
79.50000000,5.47325390,10.41931519
79.55000000,3.87829645,10.21027507
79.60000000,4.05755969,9.40016806
79.65000000,5.49989769,10.19857189
79.70000000,4.08116616,10.30657273
79.75000000,3.86368159,9.35693774
79.80000000,5.47173079,10.16167984
79.85000000,4.28617430,10.16146853
79.90000000,3.71728454,9.46467337
79.95000000,5.40463780,9.82753970
80.00000000,4.47905758,10.53130509
80.05000000,3.61514709,9.70881794
80.10000000,5.31385555,10.08285612
80.15000000,4.65085646,10.44352472
80.20000000,3.55065073,9.52626662
80.25000000,5.21258755,10.10234129
80.30000000,4.79705266,10.52019368
80.35000000,3.51560254,9.53458754
80.40000000,5.11140781,9.81320864
80.45000000,4.91643827,10.45860727
80.50000000,3.50158929,9.56158207
80.55000000,5.01822593,9.42800689
80.60000000,5.00997191,10.44483331
80.65000000,3.50087357,9.63191903
80.70000000,4.93859227,9.70009340
80.75000000,5.07977029,10.37346928
80.80000000,3.50691192,9.78114004
80.85000000,4.87616057,9.61956603
80.90000000,5.12830026,10.42122231
80.95000000,3.51460105,10.03108634
81.00000000,4.83317502,9.64217581
81.05000000,5.15778160,10.43272464
81.10000000,3.52035614,9.63450286
81.15000000,4.81089366,9.55723547
81.20000000,5.16978181,10.58086821
81.25000000,3.52210828,9.81014274
81.30000000,4.80989540,9.69899417
81.35000000,5.16497516,10.25871767
81.40000000,3.51928378,9.55657929
81.45000000,4.83024223,9.46470851
81.50000000,5.14304294,10.57160248
81.55000000,3.51280217,9.72889789
81.60000000,4.87148337,9.64134777
81.65000000,5.10270515,10.57949153
81.70000000,3.50510320,9.76115947
81.75000000,4.93249907,9.68622364
81.80000000,5.04189007,10.48892619
81.85000000,3.50018656,9.78219284
81.90000000,5.01119196,9.89442751
81.95000000,4.95806399,10.53586630
82.00000000,3.50362020,9.59223235
82.05000000,5.10404982,9.74932467
82.10000000,4.84875307,10.47179379
82.15000000,3.52244487,9.59501441
82.20000000,5.20562878,9.94435067
82.25000000,4.71228789,10.43640415
82.30000000,3.56487592,9.68712523
82.35000000,5.30804375,9.93315530
82.40000000,4.54878104,10.45851768
82.45000000,3.63968473,9.58032392
82.50000000,5.40060344,9.86303380
82.55000000,4.36130170,10.33089965
82.60000000,3.75514295,9.36522838
82.65000000,5.46978493,10.13280777
82.70000000,4.15713239,10.15591903
82.75000000,3.91744729,9.35621771
82.80000000,5.49979283,10.24991554
82.85000000,3.94888155,10.33624474
82.90000000,4.12863194,9.34184938
82.95000000,5.47396635,10.29639963
83.00000000,3.75509197,10.25024139
83.05000000,4.38413327,9.69453752
83.10000000,5.37724621,10.43086462
83.15000000,3.59986110,9.90122395
83.20000000,4.67040344,9.56379808
83.25000000,5.19975078,10.40745849
83.30000000,3.51092861,9.63956100
83.35000000,4.96325050,9.89507854
83.40000000,4.94119904,10.68380993
83.45000000,3.51577116,9.70209784
83.50000000,5.22784577,9.89433528
83.55000000,4.61545290,10.56796863
83.60000000,3.63556533,9.63978072
83.65000000,5.42146220,10.11082313
83.70000000,4.25389149,10.23295833
83.75000000,3.87750671,9.73515511
83.80000000,5.49981689,10.20528394
83.85000000,3.90583296,10.12422362
83.90000000,4.22689619,9.46632544
83.95000000,5.42720586,10.38416632
84.00000000,3.63405838,9.98871605
84.05000000,4.64146006,9.49510804
84.10000000,5.18933448,10.52870282
84.15000000,3.50401950,9.66026940
84.20000000,5.05118153,9.76904083
84.25000000,4.80596720,10.45943167
84.30000000,3.56684419,9.69933919
84.35000000,5.36690227,10.07002905
84.40000000,4.33870142,10.29412535
84.45000000,3.83885578,9.78684388
84.50000000,5.49944575,10.17044715
84.55000000,3.88818502,10.19259489
84.60000000,4.28353574,9.34251904
84.65000000,5.38761058,10.28436144
84.70000000,3.57610881,9.90328752
84.75000000,4.80448882,9.62589985
84.80000000,5.02840012,10.22771553
84.85000000,3.51131507,9.75097772
84.90000000,5.25815439,10.06319204
84.95000000,4.49780167,10.39968895
85.00000000,3.74643661,9.46459617
85.05000000,5.49080457,10.15964354
85.10000000,3.94809216,10.31704140
85.15000000,4.23986836,9.54942938
85.20000000,5.39496192,10.23926817
85.25000000,3.57137756,9.94921753
85.30000000,4.84359569,9.78586682
85.35000000,4.96759704,10.30576196
85.40000000,3.53097395,9.72482616
85.45000000,5.33508112,9.91682609
85.50000000,4.34181264,10.45871900
85.55000000,3.88063108,9.39876872
85.60000000,5.49690489,10.33206954
85.65000000,3.76343968,10.05234293
85.70000000,4.50908356,9.48805992
85.75000000,5.22232941,10.35564363
85.80000000,3.50124859,9.70829623
85.85000000,5.15172189,9.63580196
85.90000000,4.59831223,10.23990716
85.95000000,3.71409991,9.46629187
86.00000000,5.49071370,10.07247644
86.05000000,3.90760841,10.09477897
86.10000000,4.33701852,9.57977166
86.15000000,5.31850097,10.29790473
86.20000000,3.51623398,9.72313428
86.25000000,5.06512450,9.72336355
86.30000000,4.68545932,10.28457220
86.35000000,3.67454617,9.63439095
86.40000000,5.48348053,10.06877374
86.45000000,3.92743496,10.23903345
86.50000000,4.33391793,9.74861151
86.55000000,5.30795803,10.54033238
86.60000000,3.50992975,9.93312076
86.65000000,5.11411447,9.90307447
86.70000000,4.60437070,10.26400474
86.75000000,3.73714558,9.50167337
86.80000000,5.49835281,10.04025497
86.85000000,3.81428925,9.99483891
86.90000000,4.50044154,9.65174365
86.95000000,5.18311625,10.43853867
87.00000000,3.50237882,9.74957035
87.05000000,5.27875482,9.79097583
87.10000000,4.35229116,10.04574283
87.15000000,3.94073884,9.44416914
87.20000000,5.47175492,9.94188002
87.25000000,3.62152633,10.16963178
87.30000000,4.83251273,9.75084885
87.35000000,4.88207177,10.33181014
87.40000000,3.59974643,9.58104642
87.45000000,5.46237660,9.84291228
87.50000000,3.95810842,10.06424072
87.55000000,4.35298363,9.36533894
87.60000000,5.26115564,10.20866458
87.65000000,3.50004178,9.62651977
87.70000000,5.25095581,9.80980216
87.75000000,4.36039547,10.19114532
87.80000000,3.96316379,9.62690252
87.85000000,5.45531517,10.19220856
87.90000000,3.57943224,9.69798290
87.95000000,4.95368943,9.99550146
88.00000000,4.72312762,10.42858849
88.05000000,3.70546869,9.42426442
88.10000000,5.49928030,10.14906476
88.15000000,3.75198618,10.21409360
88.20000000,4.65930635,9.68414800
88.25000000,4.99893799,10.18121342
88.30000000,3.56723201,9.81725985
88.35000000,5.45289757,10.17812830
88.40000000,3.94493154,10.10089884
88.45000000,4.41705703,9.66189608
88.50000000,5.18295384,10.49485270
88.55000000,3.51167585,9.60376031
88.60000000,5.37257467,9.81196063
88.65000000,4.11070435,9.94543984
88.70000000,4.24486665,9.76367443
88.75000000,5.29140694,10.18992777
88.80000000,3.50001404,9.69571537
88.85000000,5.29948724,10.05775384
88.90000000,4.22410438,10.27738879
88.95000000,4.14336706,9.46170726
89.00000000,5.34475411,10.23566118
89.05000000,3.50273773,9.64329884
89.10000000,5.25837772,9.91965450
89.15000000,4.27435858,10.32981445
89.20000000,4.10793692,9.56157444
89.25000000,5.35760846,10.08272123
89.30000000,3.50359215,9.79049625
89.35000000,5.26030308,10.02574750
89.40000000,4.25812352,10.11116780
89.45000000,4.13612141,9.34728251
89.50000000,5.33404666,10.18712279
89.55000000,3.50035976,9.69815521
89.60000000,5.30490202,9.88950179
89.65000000,4.17613909,10.09423553
89.70000000,4.23024825,9.68616414
89.75000000,5.26646316,9.99130577
89.80000000,3.50500204,9.64674553
89.85000000,5.38016292,10.27646164
89.90000000,4.03439471,10.01750580
89.95000000,4.39539109,9.48710849
90.00000000,5.13742399,10.32274835
90.05000000,3.54350865,9.94890361
90.10000000,5.45973491,10.23923395
90.15000000,3.84966563,9.82962959
90.20000000,4.63237785,9.57910908
90.25000000,4.92567921,10.35005715
90.30000000,3.65348013,9.53535573
90.35000000,5.49998466,10.31923895
90.40000000,3.65792539,10.05947046
90.45000000,4.92572396,9.65212321
90.50000000,4.61853048,10.24386861
90.55000000,3.87541881,9.56512271
90.60000000,5.44168145,10.08310779
90.65000000,3.52134903,9.69124786
90.70000000,5.22866768,9.90568635
90.75000000,4.23158264,10.02711336
90.80000000,4.23319037,9.93881278
90.85000000,5.22367770,10.17934260
90.90000000,3.52530450,9.52915710
90.95000000,5.45294235,10.09648136
91.00000000,3.83152336,9.99518888
91.05000000,4.70290209,9.86453762
91.10000000,4.81524416,10.39526124
91.15000000,3.75339520,9.79900189
91.20000000,5.47835723,10.27579373
91.25000000,3.54711491,9.78554060
91.30000000,5.18076238,10.09750302
91.35000000,4.26442770,10.11896370
91.40000000,4.23290651,9.71989240
91.45000000,5.20024797,10.10197604
91.50000000,3.54247342,9.87550463
91.55000000,5.47860284,10.29333752
91.60000000,3.73784204,9.77012103
91.65000000,4.86398439,9.66584177
91.70000000,4.61845511,10.17824080
91.75000000,3.92944069,9.54951699
91.80000000,5.38792521,10.23462168
91.85000000,3.50001162,9.66261432
91.90000000,5.38477088,9.99328676
91.95000000,3.92806930,10.10339776
92.00000000,4.63413839,9.71312204
92.05000000,4.83059809,10.36947913
92.10000000,3.77876442,9.50113137
92.15000000,5.45551354,10.15322470
92.20000000,3.51334847,9.64652922
92.25000000,5.31171710,9.99053784
92.30000000,4.02955911,10.18919710
92.35000000,4.53532890,9.88016116
92.40000000,4.90435601,10.35334620
92.45000000,3.73887835,9.68192667
92.50000000,5.46643215,10.16383536
92.55000000,3.51674080,9.61387167
92.60000000,5.31186407,10.03724983
92.65000000,4.01185224,10.06949644
92.70000000,4.57537555,9.71876912
92.75000000,4.84873215,10.29237997
92.80000000,3.79315534,9.84821308
92.85000000,5.43596151,10.36472187
92.90000000,3.50200135,9.72763202
92.95000000,5.38536808,10.20800791
93.00000000,3.87908204,10.12141321
93.05000000,4.75263682,9.69985548
93.10000000,4.65560453,10.26912481
93.15000000,3.96456983,9.99327508
93.20000000,5.32540923,10.22740545
93.25000000,3.51930843,9.89443474
93.30000000,5.47939754,10.14402656
93.35000000,3.67502422,9.94714423
93.40000000,5.04445269,10.04575250
93.45000000,4.31685052,10.32795995
93.50000000,4.29694097,9.93141326
93.55000000,5.05658751,10.43367831
93.60000000,3.67331857,9.59487554
93.65000000,5.47642213,10.11103440
93.70000000,3.51270330,9.84711248
93.75000000,5.36086694,10.03314390
93.80000000,3.88247217,10.15990053
93.85000000,4.79275649,9.85601585
93.90000000,4.56843608,10.09029417
93.95000000,4.08204181,9.67573671
94.00000000,5.21106460,10.32421750
94.05000000,3.58808292,9.46065694
94.10000000,5.49763148,10.17143959
94.15000000,3.53957938,9.71155548
94.20000000,5.30772273,10.01969999
94.25000000,3.93953246,9.81560638
94.30000000,4.74984775,9.91539881
94.35000000,4.58689121,9.99213679
94.40000000,4.08893679,10.00290139
94.45000000,5.18698575,10.40805066
94.50000000,3.61423589,9.78169655
94.55000000,5.48804807,10.01157326
94.60000000,3.51445271,9.84268680
94.65000000,5.38125122,10.15678641
94.70000000,3.81155346,9.84200700
94.75000000,4.92874455,9.81823193
94.80000000,4.37058655,10.15115940
94.85000000,4.32035149,10.09537026
94.90000000,4.96896229,10.36179549
94.95000000,3.78776290,9.77715165
95.00000000,5.38861723,9.89865703
95.05000000,3.51575746,9.75399560
95.10000000,5.49304233,10.30969821
95.15000000,3.58323591,9.90585835
95.20000000,5.26430927,9.82753363
95.25000000,3.94949613,9.79329366
95.30000000,4.79446760,9.83187892
95.35000000,4.48223781,10.01755310
95.40000000,4.24249762,9.73189813
95.45000000,5.01044227,10.12164977
95.50000000,3.77707747,9.85092610
95.55000000,5.38073244,10.31154076
95.60000000,3.52564235,9.80633584
95.65000000,5.49933210,10.42868034
95.70000000,3.54381178,9.74920183
95.75000000,5.35005234,10.25143306
95.80000000,3.81004621,9.97037638
95.85000000,4.98792869,10.17324078
95.90000000,4.24199548,9.89235039
95.95000000,4.51514918,9.77690234
96.00000000,4.72574006,10.16111751
96.05000000,4.04925530,9.92010691
96.10000000,5.14768270,10.31655182
96.15000000,3.69331567,9.64167187
96.20000000,5.42057131,10.35021008
96.25000000,3.51496109,9.65642297
96.30000000,5.49865355,9.97642073
96.35000000,3.53731180,9.82881324
96.40000000,5.38082509,10.23791446
96.45000000,3.74124109,9.94344563
96.50000000,5.10373544,9.83605648
96.55000000,4.07594097,9.90087222
96.60000000,4.72859979,10.18964428
96.65000000,4.47367329,10.01545762
96.70000000,4.32588791,9.88800260
96.75000000,4.86474658,10.38576778
96.80000000,3.96143042,9.65638977
96.85000000,5.18974455,10.35310934
96.90000000,3.68626349,9.73238008
96.95000000,5.40737017,10.28767798
97.00000000,3.53117770,9.75378902
97.05000000,5.49755780,10.04780803
97.10000000,3.50578015,9.92559203
97.15000000,5.46048562,10.30038704
97.20000000,3.60110158,9.80368720
97.25000000,5.31268692,9.99617946
97.30000000,3.79441927,9.99927950
97.35000000,5.08163054,9.97545250
97.40000000,4.05496056,10.00255847
97.45000000,4.80001044,9.95078894
97.50000000,4.34938618,10.19511132
97.55000000,4.50067648,9.88529200
97.60000000,4.64630580,9.94950071
97.65000000,4.21276656,9.82322487
97.70000000,4.91944637,10.19887095
97.75000000,3.95925252,9.65249161
97.80000000,5.14940830,10.01292403
97.85000000,3.75584055,9.75853345
97.90000000,5.32416863,9.96221645
97.95000000,3.61099134,9.55973937
98.00000000,5.43861831,10.17418847
98.05000000,3.52674173,9.62822945
98.10000000,5.49346436,10.18034245
98.15000000,3.50000000,9.93604763
98.20000000,5.49380940,10.14825443
98.25000000,3.52402716,9.97081053
98.30000000,5.44766499,10.33001866
98.35000000,3.58988299,9.68429588
98.40000000,5.36458289,10.08777468
98.45000000,3.68768970,9.79547589
98.50000000,5.25451604,10.24742684
98.55000000,3.80763412,9.83925575
98.60000000,5.12695884,10.11696301
98.65000000,3.94068469,9.81291228
98.70000000,4.99036892,10.25326185
98.75000000,4.07903840,10.41786684
98.80000000,4.85184144,10.06886328
98.85000000,4.21633702,10.08535796
98.90000000,4.71698952,10.05032211
98.95000000,4.34770302,10.06090812
99.00000000,4.58997902,10.08579975
99.05000000,4.46964688,10.08383185
99.10000000,4.47366724,10.11893873
99.15000000,4.57989310,10.09396663
99.20000000,4.36980240,9.93514843
99.25000000,4.67716397,10.07664027
99.30000000,4.27924917,10.11225146
99.35000000,4.76095095,9.69533941
99.40000000,4.20221520,9.96753466
99.45000000,4.83129451,10.19682517
99.50000000,4.13846167,10.06044455
99.55000000,4.88858554,9.90428734
99.60000000,4.08748810,9.76230240
99.65000000,4.93339552,10.09926635
99.70000000,4.04868670,9.83601420
99.75000000,4.96633781,10.19585891
99.80000000,4.02146536,9.91719573
99.85000000,4.98796016,9.98089562
99.90000000,4.00534023,9.93349326
99.95000000,4.99866649,10.28645420
